./data_1_9/nsf_centers_normal_s1.json,11
./data_1_9/nsf_centers_normal_s2.json,11
./data_1_9/nsf_centers_normal_s3.json,11
./data_1_9/nsf_rural_easy_s1.json,12
./data_1_9/nsf_rural_easy_s2.json,21
./data_1_9/nsf_rural_easy_s3.json,12
./data_1_9/nsf_rural_hard_s1.json,12
./data_1_9/nsf_rural_hard_s2.json,12
./data_1_9/nsf_rural_hard_s3.json,14
./data_1_9/nsf_rural_normal_s1.json,11
./data_1_9/nsf_rural_normal_s2.json,19
./data_1_9/nsf_rural_normal_s3.json,12
./data_1_9/nsf_uniform_easy_s1.json,28
./data_1_9/nsf_uniform_easy_s2.json,12
./data_1_9/nsf_uniform_easy_s3.json,12
./data_1_9/nsf_uniform_hard_s1.json,22
./data_1_9/nsf_uniform_hard_s2.json,23
./data_1_9/nsf_uniform_hard_s3.json,13
./data_1_9/nsf_uniform_normal_s1.json,12
./data_1_9/nsf_uniform_normal_s2.json,12
./data_1_9/nsf_uniform_normal_s3.json,20
./data_1_9/nsf_urban_easy_s1.json,13
./data_1_9/nsf_urban_easy_s2.json,12
./data_1_9/nsf_urban_easy_s3.json,12
./data_1_9/nsf_urban_hard_s1.json,12
./data_1_9/nsf_urban_hard_s2.json,12
./data_1_9/nsf_urban_hard_s3.json,14
./data_1_9/nsf_urban_normal_s1.json,32
./data_1_9/nsf_urban_normal_s2.json,18
./data_1_9/nsf_urban_normal_s3.json,13
./data_1_9/conus_centers_easy_s1.json,16
./data_1_9/conus_centers_easy_s2.json,13
./data_1_9/conus_centers_easy_s3.json,26
./data_1_9/conus_centers_hard_s1.json,21
./data_1_9/conus_centers_hard_s2.json,19
./data_1_9/conus_centers_hard_s3.json,13
./data_1_9/conus_centers_normal_s1.json,12
./data_1_9/conus_centers_normal_s2.json,12
./data_1_9/conus_centers_normal_s3.json,15
./data_1_9/conus_rural_easy_s1.json,15
./data_1_9/conus_rural_easy_s2.json,17
./data_1_9/conus_rural_easy_s3.json,12
./data_1_9/conus_rural_hard_s1.json,11
./data_1_9/conus_rural_hard_s2.json,20
./data_1_9/conus_rural_hard_s3.json,32
./data_1_9/conus_rural_normal_s1.json,24
./data_1_9/conus_rural_normal_s2.json,21
./data_1_9/conus_rural_normal_s3.json,29
./data_1_9/conus_uniform_easy_s1.json,12
./data_1_9/conus_uniform_easy_s2.json,18
./data_1_9/conus_uniform_easy_s3.json,19
./data_1_9/conus_uniform_hard_s1.json,11
./data_1_9/conus_uniform_hard_s2.json,12
./data_1_9/conus_uniform_hard_s3.json,12
./data_1_9/conus_uniform_normal_s1.json,11
./data_1_9/conus_uniform_normal_s2.json,11
./data_1_9/conus_uniform_normal_s3.json,22
./data_1_9/conus_urban_easy_s1.json,12
./data_1_9/conus_urban_easy_s2.json,12
./data_1_9/conus_urban_easy_s3.json,21
./data_1_9/conus_urban_hard_s1.json,16
./data_1_9/conus_urban_hard_s2.json,21
./data_1_9/conus_urban_hard_s3.json,21
./data_1_9/conus_urban_normal_s1.json,11
./data_1_9/conus_urban_normal_s2.json,12
./data_1_9/conus_urban_normal_s3.json,12
